timestamp,cdn_cpu_percent,discovery_cpu_percent,homepage_cpu_percent,monolith_cpu_percent,recommendations_cpu_percent,teasers_cpu_percent,cdn_mem_percent,discovery_mem_percent,homepage_mem_percent,monolith_mem_percent,recommendations_mem_percent,teasers_mem_percent,cdn_mem_usage,discovery_mem_usage,homepage_mem_usage,monolith_mem_usage,recommendations_mem_usage,teasers_mem_usage,duration_mean,duration_min,duration_max,duration_count,throughput_mean,throughput_min,throughput_max,throughput_count,err_mean,err_count
0,0.0,4.58,85.44,30.2,2.05,2.16,0.32,0.47,2.78,5.16,0.56,0.58,24.89,36.82,218.2,404.6,43.51,45.54,25.32912335329341,6.432,452.439,835,166.6,166.0,167.0,833.0,0.0,0.0
5,0.0,3.99,83.46,59.51,0.0,0.0,0.32,0.55,2.81,5.87,0.53,0.57,24.89,43.05,220.2,459.8,41.78,44.32,8.67517865707434,5.933,21.702,834,166.6,166.0,167.0,833.0,0.0,0.0
10,0.0,3.77,78.37,48.39,0.0,0.0,0.32,0.68,2.85,5.91,0.53,0.57,24.89,53.64,223.3,463.0,41.78,44.32,8.360152460984393,5.816,17.045,833,166.8,166.0,167.0,834.0,0.0,0.0
15,0.0,4.05,79.52,24.82,0.0,0.0,0.32,0.78,2.85,6.37,0.53,0.57,24.8,60.86,223.4,499.1,41.77,44.32,8.287054021608643,6.769,16.091,833,166.6,166.0,167.0,833.0,0.0,0.0
20,0.0,3.59,78.96,30.36,0.0,0.0,0.32,0.81,2.87,6.51,0.53,0.57,24.8,63.2,225.1,510.0,41.77,44.32,8.17682134292566,6.744,14.963,834,166.6,166.0,167.0,833.0,0.0,0.0
25,0.0,4.16,72.68,17.97,0.0,0.0,0.32,0.81,2.89,6.52,0.53,0.57,24.8,63.3,226.8,510.8,41.77,44.32,8.091920768307322,6.724,13.152,833,166.8,166.0,167.0,834.0,0.0,0.0
30,0.0,3.45,76.18,13.24,0.0,0.0,0.32,0.81,2.9,6.56,0.53,0.57,24.8,63.71,227.1,514.1,41.77,44.32,8.058320143884892,6.656,15.485,834,166.6,166.0,167.0,833.0,0.0,0.0
35,0.0,3.77,78.82,12.81,0.0,0.0,0.32,0.82,2.92,6.6,0.53,0.57,24.8,64.09,228.9,517.3,41.77,44.32,8.057106842737095,5.712,15.642,833,166.6,166.0,167.0,833.0,0.0,0.0
40,0.0,2.96,78.97,33.34,0.0,0.0,0.32,0.82,2.93,7.45,0.53,0.57,24.8,64.3,229.7,583.9,41.77,44.32,7.886839135654262,5.688,14.964,833,166.8,166.0,167.0,834.0,0.0,0.0
45,0.0,3.61,72.2,14.09,0.0,0.0,0.32,0.82,2.94,7.94,0.53,0.57,24.81,64.31,230.8,622.5,41.77,44.32,7.814596638655463,5.577,18.46,833,166.6,166.0,167.0,833.0,0.0,0.0
50,0.0,4.03,76.17,12.24,0.0,0.0,0.32,0.43,2.9,7.92,0.53,0.57,24.81,33.71,227.5,620.7,41.77,44.32,7.912183453237411,5.641,17.792,834,166.6,166.0,167.0,833.0,0.0,0.0
55,,,,,,,,,,,,,,,,,,,7.870735894357743,5.422,13.17,833,166.8,166.0,167.0,834.0,0.0,0.0
60,0.0,3.87,71.62,12.74,0.0,0.0,0.32,0.6,2.94,8.05,0.53,0.57,24.81,46.76,230.6,631.1,41.77,44.32,7.882752701080432,5.65,17.667,833,166.6,166.0,167.0,833.0,0.0,0.0
65,0.0,3.25,76.71,13.06,0.0,0.0,0.32,0.65,2.95,8.23,0.53,0.57,24.81,51.13,231.1,644.8,41.77,44.32,7.780092326139089,5.482,13.637,834,166.6,166.0,167.0,833.0,0.0,0.0
70,0.0,3.78,71.22,27.77,0.0,0.0,0.32,0.79,2.97,9.19,0.53,0.57,24.81,61.95,232.9,720.0,41.77,44.32,7.789332533013205,5.584,14.075,833,166.8,166.0,167.0,834.0,0.0,0.0
75,0.0,5.01,76.63,79.98,0.0,0.0,0.32,0.83,2.93,10.87,0.53,0.57,24.81,65.27,229.9,851.8,41.77,44.32,7.796985594237695,5.597,12.291,833,166.6,166.0,167.0,833.0,0.0,0.0
80,0.01,3.21,74.97,11.77,0.0,0.0,0.32,0.83,2.95,11.69,0.53,0.57,24.81,65.32,231.0,916.4,41.78,44.34,7.731033573141486,5.508,12.427,834,166.8,166.0,167.0,834.0,0.0,0.0
85,0.0,4.36,75.64,12.36,0.0,0.0,0.32,0.84,3.01,12.72,0.53,0.57,24.81,65.71,235.6,996.8,41.78,44.34,7.769253301320528,5.467,13.171,833,166.6,166.0,167.0,833.0,0.0,0.0
90,0.0,3.07,71.33,12.48,0.0,0.0,0.32,0.84,3.03,13.86,0.53,0.57,24.81,65.7,237.4,1086.0,41.78,44.34,7.833605042016806,5.601,17.306,833,166.6,166.0,167.0,833.0,0.0,0.0
95,0.0,2.91,71.56,11.93,0.0,0.0,0.32,0.84,3.05,14.87,0.53,0.57,24.81,65.79,239.2,1165.0,41.78,44.34,7.769727817745804,5.789,13.25,834,166.8,166.0,167.0,834.0,0.0,0.0
100,0.0,2.97,74.56,13.2,0.0,0.0,0.32,0.84,3.0,15.66,0.53,0.57,24.81,66.03,235.1,1227.0,41.78,44.34,7.7348379351740695,5.439,13.366,833,166.6,166.0,167.0,833.0,0.0,0.0
105,0.0,2.94,74.16,12.07,0.0,0.0,0.32,0.84,3.01,16.84,0.53,0.57,24.81,66.07,235.9,1319.0,41.78,44.34,7.783507803121249,5.346,13.429,833,166.6,166.0,167.0,833.0,0.0,0.0
110,0.01,3.14,75.2,11.96,0.14,0.0,0.32,0.85,3.03,17.82,0.53,0.57,24.81,66.37,237.6,1396.0,41.78,44.34,7.80473860911271,5.531,13.388,834,166.8,166.0,167.0,834.0,0.0,0.0
115,0.0,3.35,72.74,12.04,0.0,0.0,0.32,0.85,3.05,18.81,0.53,0.57,24.81,66.36,238.8,1474.0,41.78,44.34,7.746332533013205,5.483,12.342,833,166.6,166.0,167.0,833.0,0.0,0.0
120,0.0,2.99,74.72,12.1,0.0,0.0,0.32,0.85,3.0,19.76,0.53,0.57,24.81,66.37,235.0,1548.0,41.78,44.34,7.746268585131895,5.584,12.052,834,166.6,166.0,167.0,833.0,0.0,0.0
125,0.0,2.99,74.47,12.05,0.0,0.0,0.32,0.85,3.02,20.55,0.53,0.57,24.81,66.31,236.8,1609.0,41.78,44.34,7.782798319327731,5.048,13.46,833,166.8,166.0,167.0,834.0,0.0,0.0
130,0.0,3.54,75.52,11.85,0.0,0.0,0.32,0.85,3.03,21.52,0.53,0.57,24.81,66.44,237.1,1686.0,41.78,44.34,7.773739495798319,5.117,12.857,833,166.6,166.0,167.0,833.0,0.0,0.0
135,0.0,3.37,71.65,12.42,0.0,0.0,0.32,0.85,3.03,22.49,0.53,0.57,24.81,66.75,237.7,1763.0,41.78,44.34,7.739318944844125,5.624,13.199,834,166.6,166.0,167.0,833.0,0.0,0.0
140,0.0,3.31,70.5,13.38,0.14,0.0,0.32,0.85,3.05,23.67,0.53,0.57,24.81,66.75,238.9,1855.0,41.78,44.34,7.781673469387755,5.415,13.085,833,166.8,166.0,167.0,834.0,0.0,0.0
145,0.0,3.47,77.61,12.3,0.0,0.0,0.32,0.85,3.01,24.64,0.53,0.57,24.81,66.77,235.9,1931.0,41.78,44.34,7.7164981992797115,5.621,12.461,833,166.6,166.0,167.0,833.0,0.0,0.0
150,0.0,3.06,74.53,12.05,0.0,0.0,0.32,0.85,3.03,25.61,0.53,0.57,24.81,66.7,237.3,2007.0,41.78,44.34,7.71713309352518,4.974,13.952,834,166.6,166.0,167.0,833.0,0.0,0.0
155,0.0,3.13,74.59,11.93,0.0,0.0,0.32,0.85,3.04,26.59,0.53,0.57,24.81,66.66,238.6,2083.0,41.78,44.34,7.680720288115246,5.567,12.373,833,166.8,166.0,167.0,834.0,0.0,0.0
160,0.0,4.16,70.18,11.89,0.0,0.0,0.32,0.85,3.06,27.58,0.53,0.57,24.81,66.45,239.5,2161.0,41.78,44.34,7.678956782713085,5.67,13.823,833,166.6,166.0,167.0,833.0,0.0,0.0
165,0.0,2.97,74.9,11.91,0.0,0.0,0.32,0.85,3.04,28.55,0.53,0.57,24.81,66.64,238.4,2237.0,41.78,44.34,7.674984412470024,5.334,13.305,834,166.6,166.0,167.0,833.0,0.0,0.0
170,0.0,3.03,74.52,11.83,0.0,0.0,0.32,0.85,3.05,29.52,0.53,0.57,24.81,66.63,238.7,2313.0,41.78,44.34,7.655747899159664,5.676,12.41,833,166.8,166.0,167.0,834.0,0.0,0.0
175,0.0,2.82,74.54,11.94,0.0,0.0,0.32,0.85,3.07,30.49,0.53,0.57,24.81,66.87,240.5,2390.0,41.78,44.34,7.794270108043218,4.985,13.933,833,166.6,166.0,167.0,833.0,0.0,0.0
180,0.0,2.98,70.97,11.85,0.0,0.0,0.32,0.85,3.09,31.49,0.53,0.57,24.81,66.88,241.9,2467.0,41.78,44.34,7.763591127098321,5.494,12.441,834,166.6,166.0,167.0,833.0,0.0,0.0
185,0.0,2.96,70.51,11.86,0.0,0.0,0.32,0.85,3.1,32.44,0.53,0.57,24.81,66.83,243.3,2542.0,41.78,44.34,7.664441776710683,5.45,12.647,833,166.8,166.0,167.0,834.0,0.0,0.0
190,0.0,2.81,75.14,11.8,0.0,0.0,0.32,0.85,3.08,33.43,0.53,0.57,24.81,66.81,241.2,2620.0,41.78,44.34,7.683889555822329,5.499,14.522,833,166.6,166.0,167.0,833.0,0.0,0.0
195,0.0,3.0,74.7,12.25,0.0,0.0,0.32,0.85,3.07,34.4,0.53,0.57,24.81,66.9,240.9,2696.0,41.78,44.34,7.632057553956835,5.301,13.176,834,166.8,166.0,167.0,834.0,0.0,0.0
200,0.0,3.05,72.79,11.74,0.0,0.0,0.32,0.85,3.13,35.38,0.53,0.57,24.81,66.88,245.0,2772.0,41.78,44.34,7.765336134453781,5.699,13.838,833,166.6,166.0,167.0,833.0,0.0,0.0
205,0.0,3.08,71.19,11.54,0.0,0.0,0.32,0.85,3.21,36.35,0.53,0.57,24.81,66.9,251.5,2848.0,41.78,44.34,7.708244897959183,5.393,16.748,833,166.6,166.0,167.0,833.0,0.0,0.0
210,0.0,2.78,74.35,11.77,0.0,0.0,0.32,0.85,3.19,36.5,0.53,0.57,24.81,66.88,249.7,2861.0,41.78,44.34,7.721802158273381,5.027,13.747,834,166.6,166.0,167.0,833.0,0.0,0.0
215,0.0,3.07,73.96,11.34,0.0,0.0,0.32,0.85,3.18,36.5,0.53,0.57,24.81,66.81,249.0,2861.0,41.78,44.34,7.6093421368547425,5.172,15.043,833,166.8,166.0,167.0,834.0,0.0,0.0
220,0.0,3.5,74.85,11.36,0.0,0.0,0.32,0.85,3.19,36.5,0.53,0.57,24.81,66.98,249.9,2861.0,41.78,44.34,7.683135654261704,5.08,18.688,833,166.6,166.0,167.0,833.0,0.0,0.0
225,0.0,2.89,70.76,11.14,0.0,0.0,0.32,0.85,3.2,36.53,0.53,0.57,24.81,66.95,250.7,2863.0,41.78,44.34,7.709099520383694,5.535,14.531,834,166.6,166.0,167.0,833.0,0.0,0.0
230,0.0,3.04,70.66,11.73,0.0,0.0,0.32,0.86,3.22,36.53,0.53,0.57,24.83,67.01,252.3,2863.0,41.78,44.34,7.707633853541417,5.637,13.324,833,166.8,166.0,167.0,834.0,0.0,0.0
235,0.0,2.88,74.69,11.34,0.0,0.0,0.32,0.85,3.2,36.53,0.53,0.57,24.83,66.98,250.6,2863.0,41.78,44.34,7.664807923169268,5.591,12.828,833,166.6,166.0,167.0,833.0,0.0,0.0
240,0.0,3.12,75.15,11.09,0.0,0.0,0.32,0.86,3.19,36.53,0.53,0.57,24.83,67.19,249.8,2863.0,41.78,44.34,7.712130695443646,5.514,13.429,834,166.6,166.0,167.0,833.0,0.0,0.0
245,0.0,2.93,74.28,11.56,0.0,0.0,0.32,0.86,3.2,36.53,0.53,0.57,24.83,67.19,251.1,2863.0,41.78,44.34,7.694176470588235,5.108,14.452,833,166.8,166.0,167.0,834.0,0.0,0.0
250,0.0,3.09,71.05,11.84,0.0,0.0,0.32,0.86,3.23,36.54,0.53,0.57,24.83,67.18,252.9,2863.0,41.78,44.34,7.745072028811524,5.777,13.106,833,166.6,166.0,167.0,833.0,0.0,0.0
255,0.0,2.87,70.79,11.47,0.0,0.0,0.32,0.86,3.25,36.53,0.53,0.57,24.83,67.28,254.4,2863.0,41.78,44.34,7.7418513189448435,5.65,13.468,834,166.8,166.0,167.0,834.0,0.0,0.0
260,0.0,3.12,76.06,11.78,0.0,0.0,0.32,0.86,3.21,36.54,0.53,0.57,24.83,67.32,251.8,2864.0,41.77,44.34,7.783440576230492,5.383,18.466,833,166.6,166.0,167.0,833.0,0.0,0.0
265,0.0,2.96,74.55,11.48,0.0,0.0,0.32,0.86,3.23,36.53,0.53,0.57,24.83,67.26,253.4,2863.0,41.77,44.34,7.801501800720288,5.476,17.894,833,166.6,166.0,167.0,833.0,0.0,0.0
270,0.0,4.1,73.53,11.66,0.0,0.0,0.32,0.86,3.25,36.54,0.53,0.57,24.83,67.13,254.7,2863.0,41.77,44.34,7.717455635491607,5.104,13.471,834,166.6,166.0,167.0,833.0,0.0,0.0
275,0.0,3.08,70.58,11.16,0.0,0.0,0.32,0.86,3.26,36.53,0.53,0.57,24.83,67.22,255.8,2863.0,41.77,44.34,7.661374549819929,4.855,12.511,833,166.8,166.0,167.0,834.0,0.0,0.0
280,0.0,4.07,75.23,11.93,0.0,0.0,0.32,0.86,3.22,36.53,0.53,0.57,24.83,67.2,252.2,2863.0,41.77,44.34,7.6793249400479615,4.985,12.545,834,166.6,166.0,167.0,833.0,0.0,0.0
285,0.0,2.83,75.46,11.68,0.0,0.0,0.32,0.86,3.23,36.53,0.53,0.57,24.83,67.18,253.2,2863.0,41.77,44.34,7.748253301320529,5.471,12.123,833,166.6,166.0,167.0,833.0,0.0,0.0
290,0.0,2.86,75.64,11.57,0.0,0.0,0.32,0.86,3.25,36.53,0.53,0.57,24.84,67.17,254.7,2863.0,41.77,44.34,7.731218487394957,5.166,14.345,833,166.8,166.0,167.0,834.0,0.0,0.0
295,0.0,4.57,70.9,11.78,0.0,0.0,0.32,0.86,3.26,36.54,0.53,0.57,24.84,67.27,255.5,2863.0,41.77,44.34,7.743324940047962,5.636,12.698,834,166.6,166.0,167.0,833.0,0.0,0.0
300,0.0,3.41,82.84,11.1,0.0,0.0,0.32,0.86,3.22,36.53,0.53,0.57,24.84,67.16,252.1,2863.0,41.77,44.34,7.9778355342136855,5.296,15.179,833,166.8,166.0,167.0,834.0,0.0,0.0
305,0.0,2.93,74.61,12.16,0.0,0.0,0.32,0.86,3.25,36.54,0.53,0.57,24.84,67.19,254.5,2864.0,41.77,44.34,7.788737094837935,5.295,14.226,833,166.6,166.0,167.0,833.0,0.0,0.0
310,0.0,2.92,75.3,11.27,0.0,0.0,0.32,0.86,3.24,36.54,0.53,0.57,24.84,67.26,254.1,2863.0,41.77,44.34,7.786547961630695,5.032,14.179,834,166.6,166.0,167.0,833.0,0.0,0.0
315,0.0,3.02,74.11,11.6,0.0,0.0,0.32,0.86,3.22,36.53,0.53,0.57,24.84,67.18,252.2,2863.0,41.77,44.34,7.780727490996399,5.124,13.368,833,166.6,166.0,167.0,833.0,0.0,0.0
320,0.0,3.44,70.44,11.46,0.0,0.0,0.32,0.86,3.27,36.54,0.53,0.57,24.84,67.18,255.9,2864.0,41.78,44.34,7.865783913565426,5.264,14.29,833,166.8,166.0,167.0,834.0,0.0,0.0
325,0.0,3.28,75.94,11.38,0.0,0.0,0.32,0.86,3.23,36.53,0.53,0.57,24.84,67.14,252.9,2863.0,41.78,44.34,7.870437649880095,6.165,13.284,834,166.6,166.0,167.0,833.0,0.0,0.0
