timestamp,cdn_cpu_percent,monolith_cpu_percent,cdn_mem_percent,monolith_mem_percent,cdn_mem_usage,monolith_mem_usage,mean,min,max,count,throughput_mean,throughput_min,throughput_max,throughput_count,err_mean,err_count
75,0.0,104.92,0.26,36.2,20.39,2837.0,0.8814580335731415,0.652,3.778,417,83.4,83.0,84.0,417.0,0.0,0.0
80,0.0,112.43,0.26,36.29,20.39,2843.0,0.86340625,0.675,5.037,416,83.4,83.0,84.0,417.0,0.0,0.0
85,0.0,112.9,0.26,36.46,20.39,2856.0,0.8609616306954437,0.639,3.463,417,83.2,83.0,84.0,416.0,0.0,0.0
90,0.0,104.74,0.26,36.54,20.39,2864.0,0.8842829736211031,0.664,4.862,417,83.4,83.0,84.0,417.0,0.0,0.0
95,0.01,110.02,0.26,36.7,20.39,2876.0,0.8476322115384616,0.681,2.229,416,83.4,83.0,84.0,417.0,0.0,0.0
100,0.0,104.61,0.26,36.78,20.39,2882.0,0.8955227817745803,0.664,7.915,417,83.2,83.0,84.0,416.0,0.0,0.0
105,0.0,104.56,0.26,36.88,20.39,2889.0,0.8589928057553956,0.675,7.107,417,83.4,83.0,84.0,417.0,0.0,0.0
110,0.0,118.81,0.26,37.03,20.39,2902.0,0.8659134615384616,0.694,5.864,416,83.4,83.0,84.0,417.0,0.0,0.0
115,0.0,104.57,0.26,37.1,20.39,2908.0,0.8718105515587531,0.64,8.874,417,83.2,83.0,84.0,416.0,0.0,0.0
120,0.0,109.42,0.26,37.24,20.39,2918.0,0.8519664268585131,0.663,2.216,417,83.4,83.0,84.0,417.0,0.0,0.0
125,0.0,104.71,0.26,37.32,20.39,2924.0,0.8722716346153846,0.683,8.871,416,83.4,83.0,84.0,417.0,0.0,0.0
130,0.0,106.53,0.26,37.41,20.39,2931.0,0.8712757793764988,0.654,8.469,417,83.2,83.0,84.0,416.0,0.0,0.0
135,0.0,116.98,0.26,37.59,20.39,2946.0,0.8864868105515588,0.662,3.36,417,83.4,83.0,84.0,417.0,0.0,0.0
140,0.0,104.52,0.26,37.62,20.39,2948.0,0.8675360576923077,0.675,8.343,416,83.4,83.0,84.0,417.0,0.0,0.0
145,0.0,108.89,0.26,37.78,20.39,2960.0,0.8402374100719425,0.644,7.824,417,83.2,83.0,84.0,416.0,0.0,0.0
150,0.0,104.52,0.26,37.88,20.39,2968.0,0.8630695443645083,0.649,3.889,417,83.4,83.0,84.0,417.0,0.0,0.0
155,0.0,104.38,0.26,37.97,20.4,2975.0,0.8360264423076923,0.639,2.185,416,83.4,83.0,84.0,417.0,0.0,0.0
160,0.0,131.18,0.26,38.22,20.4,2995.0,0.8686091127098321,0.667,6.167,417,83.2,83.0,84.0,416.0,0.0,0.0
165,0.0,104.9,0.26,38.28,20.4,2999.0,0.8549400479616307,0.649,7.895,417,83.4,83.0,84.0,417.0,0.0,0.0
170,0.0,104.74,0.26,38.34,20.4,3005.0,0.8542596153846154,0.639,2.184,416,83.4,83.0,84.0,417.0,0.0,0.0
175,0.0,105.36,0.26,38.5,20.4,3017.0,0.8444052757793765,0.678,5.344,417,83.2,83.0,84.0,416.0,0.0,0.0
180,0.0,105.1,0.26,38.56,20.4,3021.0,0.9681966426858514,0.68,8.049,417,83.4,83.0,84.0,417.0,0.0,0.0
185,,,,,,,0.8777403846153846,0.63,8.032,416,83.4,83.0,84.0,417.0,0.0,0.0
190,0.0,110.55,0.26,38.72,20.4,3034.0,0.8576019184652278,0.639,5.168,417,83.2,83.0,84.0,416.0,0.0,0.0
195,0.0,104.41,0.26,38.81,20.4,3041.0,0.8209664268585133,0.671,2.071,417,83.4,83.0,84.0,417.0,0.0,0.0
200,0.0,104.21,0.26,38.9,20.4,3048.0,0.8575793269230769,0.644,8.652,416,83.4,83.0,84.0,417.0,0.0,0.0
205,0.0,105.35,0.26,39.42,20.4,3089.0,0.8444772182254197,0.625,8.689,417,83.2,83.0,84.0,416.0,0.0,0.0
210,0.0,104.35,0.26,39.34,20.4,3083.0,0.8379352517985611,0.677,5.0,417,83.4,83.0,84.0,417.0,0.0,0.0
215,0.0,109.29,0.26,39.49,20.4,3094.0,0.8404254807692308,0.629,6.854,416,83.4,83.0,84.0,417.0,0.0,0.0
220,0.0,104.89,0.26,39.55,20.4,3099.0,0.8476666666666666,0.657,8.159,417,83.2,83.0,84.0,416.0,0.0,0.0
225,0.0,109.27,0.26,39.7,20.4,3110.0,0.8288297362110312,0.648,4.039,417,83.4,83.0,84.0,417.0,0.0,0.0
230,0.0,109.27,0.26,39.79,20.4,3118.0,0.8463894230769231,0.661,7.52,416,83.4,83.0,84.0,417.0,0.0,0.0
235,0.0,104.1,0.26,39.85,20.4,3123.0,0.8294796163069543,0.663,6.953,417,83.2,83.0,84.0,416.0,0.0,0.0
240,0.0,104.15,0.26,40.01,20.4,3135.0,0.8512283653846153,0.662,4.8,416,83.4,83.0,84.0,417.0,0.0,0.0
245,0.0,104.39,0.26,40.09,20.4,3142.0,0.842285371702638,0.685,6.666,417,83.2,83.0,84.0,416.0,0.0,0.0
250,0.0,108.94,0.26,40.22,20.4,3151.0,0.8398513189448442,0.655,8.715,417,83.4,83.0,84.0,417.0,0.0,0.0
255,0.0,104.37,0.26,40.31,20.4,3159.0,0.83015625,0.68,2.149,416,83.4,83.0,84.0,417.0,0.0,0.0
260,0.0,104.44,0.26,40.4,20.4,3166.0,0.854537170263789,0.688,4.599,417,83.2,83.0,84.0,416.0,0.0,0.0
265,0.0,109.83,0.26,40.52,20.4,3175.0,0.836515587529976,0.638,4.142,417,83.4,83.0,84.0,417.0,0.0,0.0
270,0.0,104.24,0.26,40.61,20.4,3182.0,0.8477475961538462,0.642,9.038,416,83.4,83.0,84.0,417.0,0.0,0.0
275,0.0,109.84,0.26,40.73,20.4,3191.0,0.8377841726618704,0.652,4.386,417,83.4,83.0,84.0,417.0,0.0,0.0
280,0.0,109.26,0.26,40.81,20.4,3198.0,0.839242206235012,0.664,7.958,417,83.2,83.0,84.0,416.0,0.0,0.0
285,0.0,103.48,0.26,40.91,20.4,3206.0,0.8275552884615384,0.646,4.717,416,83.4,83.0,84.0,417.0,0.0,0.0
290,0.0,103.63,0.26,41.03,20.4,3215.0,0.8350431654676259,0.647,4.315,417,83.2,83.0,84.0,416.0,0.0,0.0
295,0.0,103.89,0.26,41.12,20.4,3222.0,0.8150263788968825,0.636,4.215,417,83.4,83.0,84.0,417.0,0.0,0.0
300,0.0,108.66,0.26,41.25,20.4,3232.0,0.8041634615384615,0.641,2.147,416,83.4,83.0,84.0,417.0,0.0,0.0
305,0.0,108.66,0.26,41.33,20.4,3238.0,0.8436642685851319,0.652,7.734,417,83.2,83.0,84.0,416.0,0.0,0.0
310,0.0,103.91,0.26,41.43,20.4,3247.0,0.8360863309352519,0.656,6.824,417,83.4,83.0,84.0,417.0,0.0,0.0
315,0.0,103.58,0.26,41.54,20.4,3255.0,0.8169326923076923,0.644,7.708,416,83.4,83.0,84.0,417.0,0.0,0.0
320,0.0,103.92,0.26,41.62,20.4,3261.0,0.8345563549160672,0.658,4.206,417,83.2,83.0,84.0,416.0,0.0,0.0
325,0.0,104.3,0.26,41.7,20.4,3267.0,0.8390839328537171,0.632,2.344,417,83.4,83.0,84.0,417.0,0.0,0.0
330,0.0,108.96,0.26,41.84,20.4,3278.0,0.8392524038461538,0.668,5.851,416,83.4,83.0,84.0,417.0,0.0,0.0
335,0.0,104.33,0.26,41.95,20.4,3288.0,0.842199040767386,0.638,3.713,417,83.2,83.0,84.0,416.0,0.0,0.0
340,0.0,104.74,0.26,42.05,20.42,3295.0,0.8605803357314149,0.631,8.149,417,83.4,83.0,84.0,417.0,0.0,0.0
345,0.0,104.01,0.26,42.14,20.42,3302.0,0.8387788461538462,0.612,4.172,416,83.4,83.0,84.0,417.0,0.0,0.0
350,0.0,109.31,0.26,42.27,20.42,3312.0,0.8413669064748202,0.657,2.693,417,83.2,83.0,84.0,416.0,0.0,0.0
355,0.0,109.22,0.26,42.34,20.42,3318.0,0.8418752997601918,0.628,9.283,417,83.4,83.0,84.0,417.0,0.0,0.0
360,0.0,104.34,0.26,42.42,20.42,3324.0,0.8628437499999999,0.643,5.885,416,83.4,83.0,84.0,417.0,0.0,0.0
365,0.0,104.19,0.26,42.55,20.42,3335.0,0.8276810551558752,0.639,3.132,417,83.2,83.0,84.0,416.0,0.0,0.0
370,0.0,104.21,0.26,42.62,20.42,3340.0,0.8551726618705037,0.67,5.037,417,83.4,83.0,84.0,417.0,0.0,0.0
375,0.0,108.8,0.26,42.75,20.42,3350.0,0.8141802884615384,0.661,2.074,416,83.4,83.0,84.0,417.0,0.0,0.0
380,0.0,104.49,0.26,42.84,20.42,3356.0,0.8654940047961631,0.666,5.661,417,83.2,83.0,84.0,416.0,0.0,0.0
385,0.0,104.08,0.26,42.9,20.42,3362.0,0.8349712230215827,0.654,3.758,417,83.4,83.0,84.0,417.0,0.0,0.0
390,0.0,109.56,0.26,43.02,20.42,3371.0,0.84009375,0.68,5.312,416,83.4,83.0,84.0,417.0,0.0,0.0
395,0.0,104.54,0.26,43.11,20.42,3378.0,0.8977122302158274,0.687,9.021,417,83.2,83.0,84.0,416.0,0.0,0.0
400,0.0,109.48,0.26,43.23,20.42,3388.0,0.841431654676259,0.662,5.174,417,83.4,83.0,84.0,417.0,0.0,0.0
405,0.0,103.76,0.26,43.31,20.42,3394.0,0.8358052884615385,0.662,4.081,416,83.4,83.0,84.0,417.0,0.0,0.0
410,0.0,103.83,0.26,43.4,20.42,3400.0,0.8312517985611511,0.664,4.723,417,83.2,83.0,84.0,416.0,0.0,0.0
415,0.0,104.75,0.26,43.46,20.42,3406.0,0.8244748201438848,0.66,3.619,417,83.4,83.0,84.0,417.0,0.0,0.0
420,0.0,103.77,0.26,43.59,20.42,3416.0,0.8201201923076924,0.647,4.071,416,83.4,83.0,84.0,417.0,0.0,0.0
425,0.0,108.65,0.26,43.71,20.42,3426.0,0.8084868105515588,0.628,6.167,417,83.2,83.0,84.0,416.0,0.0,0.0
430,0.0,108.74,0.26,43.78,20.42,3431.0,0.8084244604316547,0.599,2.14,417,83.4,83.0,84.0,417.0,0.0,0.0
435,0.0,103.52,0.26,43.87,20.42,3438.0,0.8409711538461538,0.583,5.594,416,83.4,83.0,84.0,417.0,0.0,0.0
440,0.0,108.84,0.26,44.0,20.42,3447.0,0.841978417266187,0.686,3.684,417,83.2,83.0,84.0,416.0,0.0,0.0
445,0.0,104.29,0.26,44.06,20.42,3452.0,0.8092350119904077,0.651,2.202,417,83.4,83.0,84.0,417.0,0.0,0.0
450,0.0,109.03,0.26,44.19,20.42,3463.0,0.8510384615384615,0.661,7.763,416,83.4,83.0,84.0,417.0,0.0,0.0
455,0.0,104.31,0.26,44.27,20.42,3469.0,0.8487817745803358,0.632,3.866,417,83.2,83.0,84.0,416.0,0.0,0.0
460,0.0,104.58,0.26,44.35,20.42,3475.0,0.8672829736211031,0.642,9.21,417,83.4,83.0,84.0,417.0,0.0,0.0
465,0.0,104.23,0.26,44.42,20.42,3481.0,0.8072499999999999,0.654,2.035,416,83.4,83.0,84.0,417.0,0.0,0.0
470,0.0,104.45,0.26,44.54,20.42,3490.0,0.8285515587529977,0.679,2.106,417,83.2,83.0,84.0,416.0,0.0,0.0
475,0.0,104.6,0.26,44.63,20.42,3497.0,0.825294964028777,0.657,9.166,417,83.4,83.0,84.0,417.0,0.0,0.0
480,0.0,104.29,0.26,44.76,20.42,3508.0,0.8400817307692308,0.617,6.14,416,83.4,83.0,84.0,417.0,0.0,0.0
485,0.0,104.23,0.26,44.84,20.42,3514.0,0.9148225419664269,0.647,8.828,417,83.2,83.0,84.0,416.0,0.0,0.0
490,0.0,109.33,0.26,44.96,20.42,3523.0,0.9938653846153845,0.682,7.638,416,83.4,83.0,84.0,417.0,0.0,0.0
495,0.0,104.64,0.26,45.04,20.42,3529.0,0.863546762589928,0.685,2.998,417,83.2,83.0,84.0,416.0,0.0,0.0
500,0.0,104.38,0.26,45.11,20.42,3534.0,0.8730647482014388,0.676,2.424,417,83.4,83.0,84.0,417.0,0.0,0.0
505,0.0,109.51,0.26,45.24,20.42,3545.0,0.8850048076923076,0.656,2.371,416,83.4,83.0,84.0,417.0,0.0,0.0
510,0.0,104.42,0.26,45.32,20.42,3551.0,0.931841726618705,0.696,3.978,417,83.2,83.0,84.0,416.0,0.0,0.0
515,0.0,109.24,0.26,45.44,20.42,3561.0,0.9180311750599521,0.689,8.957,417,83.4,83.0,84.0,417.0,0.0,0.0
520,0.0,104.37,0.26,45.52,20.42,3567.0,0.8921586538461538,0.678,2.208,416,83.4,83.0,84.0,417.0,0.0,0.0
525,0.0,104.45,0.26,45.59,20.42,3573.0,0.9091079136690647,0.676,9.207,417,83.4,83.0,84.0,417.0,0.0,0.0
530,0.0,109.63,0.26,45.72,20.42,3582.0,0.9180287769784172,0.715,4.809,417,83.2,83.0,84.0,416.0,0.0,0.0
535,0.0,104.48,0.26,45.79,20.42,3589.0,0.9107740384615385,0.703,9.627,416,83.4,83.0,84.0,417.0,0.0,0.0
540,0.0,104.32,0.26,45.87,20.42,3595.0,0.8947889688249401,0.67,8.448,417,83.2,83.0,84.0,416.0,0.0,0.0
545,0.0,104.06,0.26,46.0,20.42,3605.0,0.8390743405275779,0.65,2.647,417,83.4,83.0,84.0,417.0,0.0,0.0
550,0.0,104.39,0.26,46.08,20.42,3611.0,0.8641850961538461,0.685,2.351,416,83.4,83.0,84.0,417.0,0.0,0.0
555,0.0,109.18,0.26,46.21,20.42,3621.0,0.8865251798561151,0.68,3.11,417,83.2,83.0,84.0,416.0,0.0,0.0
560,0.0,104.57,0.26,46.28,20.42,3627.0,0.8904580335731416,0.71,5.474,417,83.4,83.0,84.0,417.0,0.0,0.0
565,0.0,104.38,0.26,46.37,20.42,3634.0,0.8909879807692308,0.677,7.641,416,83.4,83.0,84.0,417.0,0.0,0.0
570,0.0,104.26,0.26,46.48,20.42,3643.0,0.9021342925659472,0.679,5.864,417,83.2,83.0,84.0,416.0,0.0,0.0
575,0.0,104.32,0.26,46.57,20.42,3649.0,0.8781630695443645,0.663,8.381,417,83.4,83.0,84.0,417.0,0.0,0.0
580,0.0,104.32,0.26,46.64,20.42,3655.0,0.921733173076923,0.707,8.895,416,83.4,83.0,84.0,417.0,0.0,0.0
585,0.0,105.29,0.26,46.76,20.42,3664.0,0.8912853717026379,0.686,5.593,417,83.2,83.0,84.0,416.0,0.0,0.0
590,0.0,104.84,0.26,46.85,20.42,3672.0,0.9236690647482014,0.676,9.586,417,83.4,83.0,84.0,417.0,0.0,0.0
595,0.0,110.25,0.26,46.97,20.42,3681.0,0.9113846153846155,0.709,10.13,416,83.4,83.0,84.0,417.0,0.0,0.0
600,0.0,104.34,0.26,47.05,20.42,3687.0,0.8931223021582734,0.683,8.762,417,83.2,83.0,84.0,416.0,0.0,0.0
605,0.0,104.68,0.26,47.13,20.42,3693.0,0.9303693045563549,0.698,5.591,417,83.4,83.0,84.0,417.0,0.0,0.0
610,0.0,110.53,0.26,47.26,20.42,3703.0,0.8993653846153846,0.684,4.644,416,83.4,83.0,84.0,417.0,0.0,0.0
615,0.0,104.44,0.26,47.34,20.42,3709.0,0.9004820143884892,0.705,7.033,417,83.2,83.0,84.0,416.0,0.0,0.0
620,0.0,111.07,0.26,47.47,20.42,3720.0,0.9206930455635491,0.702,6.852,417,83.4,83.0,84.0,417.0,0.0,0.0
625,0.0,104.47,0.26,47.55,20.42,3726.0,0.8877524038461538,0.647,10.571,416,83.4,83.0,84.0,417.0,0.0,0.0
630,0.0,104.84,0.26,47.63,20.42,3732.0,0.8931894484412469,0.727,4.722,417,83.2,83.0,84.0,416.0,0.0,0.0
635,0.0,104.65,0.26,47.75,20.42,3742.0,0.8766762589928058,0.694,5.355,417,83.4,83.0,84.0,417.0,0.0,0.0
640,0.0,104.48,0.26,47.84,20.42,3748.0,0.8864375,0.7,4.509,416,83.4,83.0,84.0,417.0,0.0,0.0
645,0.0,109.56,0.26,47.98,20.42,3761.0,0.8852374100719425,0.7,2.528,417,83.2,83.0,84.0,416.0,0.0,0.0
650,0.0,104.22,0.26,48.06,20.42,3767.0,0.8377218225419664,0.681,3.404,417,83.4,83.0,84.0,417.0,0.0,0.0
655,0.0,107.13,0.26,48.18,20.42,3776.0,0.8546177884615385,0.679,8.25,416,83.4,83.0,84.0,417.0,0.0,0.0
660,0.0,104.79,0.26,48.27,20.42,3782.0,0.8812446043165467,0.654,10.578,417,83.2,83.0,84.0,416.0,0.0,0.0
665,0.01,105.11,0.26,48.33,20.42,3787.0,0.9064975961538462,0.717,3.805,416,83.4,83.0,84.0,417.0,0.0,0.0
670,0.0,110.02,0.26,48.46,20.42,3798.0,0.8780215827338129,0.681,2.3,417,83.4,83.0,84.0,417.0,0.0,0.0
675,0.0,110.76,0.26,48.54,20.42,3804.0,0.8743141486810552,0.635,9.985,417,83.2,83.0,84.0,416.0,0.0,0.0
680,0.0,104.33,0.26,48.63,20.42,3811.0,0.8322302158273381,0.683,2.437,417,83.4,83.0,84.0,417.0,0.0,0.0
685,0.0,110.6,0.26,48.74,20.42,3820.0,0.8637331730769231,0.674,7.827,416,83.4,83.0,84.0,417.0,0.0,0.0
690,0.0,104.45,0.26,48.83,20.42,3826.0,0.8787410071942446,0.643,5.804,417,83.2,83.0,84.0,416.0,0.0,0.0
695,0.01,104.46,0.26,48.91,20.42,3832.0,0.8641654676258993,0.632,4.289,417,83.4,83.0,84.0,417.0,0.0,0.0
700,0.0,104.29,0.26,49.03,20.42,3843.0,0.9104807692307693,0.66,9.828,416,83.4,83.0,84.0,417.0,0.0,0.0
705,0.0,104.66,0.26,49.11,20.42,3848.0,0.851462829736211,0.668,3.787,417,83.2,83.0,84.0,416.0,0.0,0.0
710,0.0,104.74,0.26,49.19,20.42,3854.0,0.8606019184652278,0.657,6.971,417,83.4,83.0,84.0,417.0,0.0,0.0
715,0.0,104.84,0.26,49.3,20.42,3863.0,0.8248822115384615,0.625,2.262,416,83.4,83.0,84.0,417.0,0.0,0.0
720,0.0,104.81,0.26,49.39,20.42,3870.0,0.8626115107913669,0.677,2.675,417,83.2,83.0,84.0,416.0,0.0,0.0
725,0.01,109.69,0.26,49.51,20.42,3879.0,0.871043165467626,0.653,4.214,417,83.4,83.0,84.0,417.0,0.0,0.0
730,0.0,104.8,0.26,49.6,20.42,3887.0,0.8597211538461539,0.656,2.498,416,83.4,83.0,84.0,417.0,0.0,0.0
735,0.0,104.3,0.26,49.68,20.42,3893.0,0.8549976019184652,0.675,2.371,417,83.2,83.0,84.0,416.0,0.0,0.0
740,0.0,104.41,0.26,49.81,20.42,3903.0,0.8996514423076923,0.68,9.375,416,83.4,83.0,84.0,417.0,0.0,0.0
745,0.0,104.27,0.26,49.88,20.42,3909.0,0.8429736211031175,0.642,2.35,417,83.4,83.0,84.0,417.0,0.0,0.0
750,0.0,109.75,0.26,50.0,20.42,3918.0,0.855611510791367,0.667,6.612,417,83.2,83.0,84.0,416.0,0.0,0.0
755,0.0,105.09,0.26,50.08,20.42,3924.0,0.8986466346153846,0.689,7.269,416,83.4,83.0,84.0,417.0,0.0,0.0
760,0.0,104.52,0.26,50.16,20.42,3931.0,0.884220623501199,0.699,3.228,417,83.4,83.0,84.0,417.0,0.0,0.0
765,0.0,105.17,0.26,50.29,20.42,3941.0,0.9037985611510791,0.651,6.064,417,83.2,83.0,84.0,416.0,0.0,0.0
770,0.0,104.56,0.26,50.37,20.42,3947.0,0.937158273381295,0.699,8.33,417,83.4,83.0,84.0,417.0,0.0,0.0
775,0.0,110.13,0.26,50.44,20.42,3952.0,0.8692163461538461,0.684,2.263,416,83.2,83.0,84.0,416.0,0.0,0.0
780,0.0,104.9,0.26,50.53,20.42,3959.0,0.9581846522781774,0.727,8.935,417,83.4,83.0,84.0,417.0,0.0,0.0
785,0.01,104.62,0.26,50.61,20.42,3965.0,0.926937649880096,0.696,6.743,417,83.4,83.0,84.0,417.0,0.0,0.0
790,0.0,104.31,0.26,50.68,20.42,3971.0,0.9053269230769231,0.682,3.915,416,83.2,83.0,84.0,416.0,0.0,0.0
795,0.0,104.19,0.26,50.81,20.42,3982.0,0.903326139088729,0.712,4.022,417,83.4,83.0,84.0,417.0,0.0,0.0
800,0.0,105.03,0.26,50.87,20.42,3987.0,1.2008369304556354,0.68,19.321,417,83.4,83.0,84.0,417.0,0.0,0.0
805,0.0,105.1,0.26,50.96,20.42,3993.0,1.634608173076923,0.663,53.6,416,83.2,83.0,84.0,416.0,0.0,0.0
810,0.0,104.93,0.26,51.09,20.42,4003.0,0.9279184652278177,0.707,10.671,417,83.4,83.0,84.0,417.0,0.0,0.0
815,0.06,110.3,0.26,51.21,20.43,4014.0,0.8904158653846154,0.705,10.04,416,83.4,83.0,84.0,417.0,0.0,0.0
820,0.0,110.17,0.26,51.28,20.43,4019.0,0.8982709832134292,0.71,2.374,417,83.2,83.0,84.0,416.0,0.0,0.0
825,0.0,104.6,0.26,51.38,20.43,4026.0,0.9215947242206235,0.668,4.82,417,83.4,83.0,84.0,417.0,0.0,0.0
830,0.0,110.01,0.26,51.5,20.43,4036.0,0.8747259615384616,0.681,2.41,416,83.4,83.0,84.0,417.0,0.0,0.0
835,0.0,110.66,0.26,51.58,20.43,4041.0,0.8791414868105515,0.676,4.672,417,83.2,83.0,84.0,416.0,0.0,0.0
840,0.0,104.83,0.26,51.66,20.43,4048.0,0.9407601918465228,0.662,10.595,417,83.4,83.0,84.0,417.0,0.0,0.0
845,0.0,110.12,0.26,51.78,20.43,4058.0,0.8995384615384616,0.699,4.848,416,83.4,83.0,84.0,417.0,0.0,0.0
850,0.0,104.3,0.26,51.86,20.43,4064.0,0.8977122302158274,0.649,3.979,417,83.2,83.0,84.0,416.0,0.0,0.0
855,0.0,109.86,0.26,51.99,20.43,4074.0,0.9050887290167866,0.697,2.558,417,83.4,83.0,84.0,417.0,0.0,0.0
860,,,,,,,0.9165985576923077,0.723,6.8,416,83.4,83.0,84.0,417.0,0.0,0.0
865,0.0,110.31,0.26,52.07,20.43,4080.0,0.9306258992805756,0.695,7.296,417,83.2,83.0,84.0,416.0,0.0,0.0
870,0.0,104.91,0.26,52.15,20.43,4086.0,0.9162973621103118,0.671,8.272,417,83.4,83.0,84.0,417.0,0.0,0.0
875,0.0,110.32,0.26,52.28,20.43,4097.0,0.9264375,0.699,10.552,416,83.4,83.0,84.0,417.0,0.0,0.0
880,0.01,104.71,0.26,52.36,20.43,4103.0,0.8774700239808153,0.694,2.255,417,83.2,83.0,84.0,416.0,0.0,0.0
885,0.0,104.92,0.26,52.43,20.43,4109.0,0.9693932853717027,0.722,7.409,417,83.4,83.0,84.0,417.0,0.0,0.0
890,0.0,104.93,0.26,52.56,20.43,4119.0,0.97871875,0.72,8.681,416,83.4,83.0,84.0,417.0,0.0,0.0
895,0.0,104.6,0.26,52.64,20.43,4125.0,0.9579616306954436,0.719,9.248,417,83.2,83.0,84.0,416.0,0.0,0.0
900,0.0,109.86,0.26,52.76,20.43,4134.0,0.975884892086331,0.681,10.313,417,83.4,83.0,84.0,417.0,0.0,0.0
905,0.0,104.79,0.26,52.84,20.43,4141.0,0.9519903846153847,0.748,7.8,416,83.4,83.0,84.0,417.0,0.0,0.0
910,0.0,104.41,0.26,52.92,20.43,4147.0,0.8947529976019185,0.67,2.394,417,83.2,83.0,84.0,416.0,0.0,0.0
915,0.0,109.2,0.26,53.04,20.43,4156.0,0.8951990407673861,0.691,4.291,417,83.4,83.0,84.0,417.0,0.0,0.0
920,0.0,104.14,0.26,53.12,20.43,4163.0,0.9042283653846154,0.697,9.296,416,83.4,83.0,84.0,417.0,0.0,0.0
925,0.0,104.82,0.26,53.2,20.43,4169.0,0.8894364508393285,0.688,6.91,417,83.2,83.0,84.0,416.0,0.0,0.0
930,0.0,104.59,0.26,53.32,20.43,4178.0,0.9448729016786571,0.693,9.194,417,83.4,83.0,84.0,417.0,0.0,0.0
935,0.0,104.73,0.26,53.4,20.43,4185.0,0.88071875,0.67,2.292,416,83.4,83.0,84.0,417.0,0.0,0.0
940,0.0,104.94,0.26,53.52,20.43,4194.0,0.9198729016786571,0.648,9.55,417,83.2,83.0,84.0,416.0,0.0,0.0
945,0.0,104.2,0.26,53.6,20.43,4200.0,0.9083908872901678,0.681,8.133,417,83.4,83.0,84.0,417.0,0.0,0.0
950,0.0,109.71,0.26,53.73,20.43,4210.0,0.9423076923076923,0.73,8.609,416,83.4,83.0,84.0,417.0,0.0,0.0
955,0.0,109.55,0.26,53.81,20.43,4216.0,0.9322565947242206,0.724,3.493,417,83.2,83.0,84.0,416.0,0.0,0.0
960,0.0,104.68,0.26,53.89,20.43,4224.0,0.9132446043165467,0.721,2.364,417,83.4,83.0,84.0,417.0,0.0,0.0
965,0.0,109.84,0.26,54.02,20.43,4233.0,0.9528365384615385,0.701,8.504,416,83.4,83.0,84.0,417.0,0.0,0.0
970,0.0,104.92,0.26,54.09,20.43,4239.0,0.9713980815347721,0.757,8.546,417,83.2,83.0,84.0,416.0,0.0,0.0
975,0.0,104.61,0.26,54.16,20.43,4244.0,0.9302374100719424,0.685,8.683,417,83.4,83.0,84.0,417.0,0.0,0.0
980,0.0,110.33,0.26,54.28,20.43,4253.0,0.9064014423076923,0.715,2.552,416,83.4,83.0,84.0,417.0,0.0,0.0
985,0.0,104.62,0.26,54.37,20.43,4260.0,0.9338009592326139,0.721,8.79,417,83.2,83.0,84.0,416.0,0.0,0.0
